gameID,Date,Team,RA_ROW,Opponent,Month,Year,Game,Home,B2B,Opp.B2B,Diff,PTS,Opp.PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,TRB,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FGM,Opp.FGA,Opp.FG%,Opp.3PM,Opp.3PA,Opp.3P%,Opp.FTM,Opp.FTA,Opp.FT%,Opp.ORB,Opp.TRB,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
65CLE42442,3/13/2016,CLE,TRUE,LAC,3,2016,65,0,0,0,24,114,90,41,84,0.488,18,37,0.486,14,20,0.7,9,49,23,3,4,8,19,32,79,0.405,10,32,0.313,16,19,0.842,5,34,23,5,4,10,23
66CLE42443,3/14/2016,CLE,TRUE,UTA,3,2016,66,0,1,1,-9,85,94,35,88,0.398,10,43,0.233,5,8,0.625,13,39,18,6,3,8,16,35,71,0.493,12,27,0.444,12,14,0.857,8,40,20,3,4,12,15
67CLE42445,3/16/2016,CLE,TRUE,DAL,3,2016,67,1,0,0,1,99,98,39,88,0.443,10,37,0.27,11,13,0.846,13,48,21,9,4,16,19,37,79,0.468,7,22,0.318,17,19,0.895,4,32,24,6,7,10,18
68CLE42447,3/18/2016,CLE,TRUE,ORL,3,2016,68,0,0,0,6,109,103,38,76,0.5,13,28,0.464,20,27,0.741,9,41,23,7,4,19,21,37,82,0.451,11,22,0.5,18,22,0.818,9,36,24,12,4,13,24
69CLE42448,3/19/2016,CLE,TRUE,MIA,3,2016,69,0,1,0,-21,101,122,40,76,0.526,10,24,0.417,11,13,0.846,3,26,19,6,3,14,22,46,84,0.548,11,19,0.579,19,23,0.826,13,42,29,7,5,11,14
70CLE42450,3/21/2016,CLE,TRUE,DEN,3,2016,70,1,0,0,33,124,91,48,86,0.558,15,31,0.484,13,17,0.765,8,43,38,10,4,12,19,32,81,0.395,8,22,0.364,19,25,0.76,10,35,19,10,4,16,16
71CLE42452,3/23/2016,CLE,TRUE,MIL,3,2016,71,1,0,0,9,113,104,40,83,0.482,10,34,0.294,23,27,0.852,17,42,29,6,8,12,17,43,80,0.538,7,16,0.438,11,15,0.733,10,31,23,8,4,14,24
72CLE42453,3/24/2016,CLE,TRUE,BRK,3,2016,72,0,1,0,-9,95,104,39,89,0.438,10,38,0.263,7,9,0.778,11,45,22,3,2,14,20,41,89,0.461,8,22,0.364,14,19,0.737,10,46,28,10,5,9,16
73CLE42455,3/26/2016,CLE,TRUE,NYK,3,2016,73,0,0,0,14,107,93,37,83,0.446,14,34,0.412,19,25,0.76,15,53,21,6,5,9,23,33,79,0.418,8,23,0.348,19,28,0.679,10,41,20,5,0,8,23
74CLE42458,3/29/2016,CLE,TRUE,HOU,3,2016,74,1,0,0,-6,100,106,31,86,0.36,14,40,0.35,24,28,0.857,10,38,21,5,5,11,31,38,79,0.481,9,25,0.36,21,42,0.5,14,55,23,7,5,14,24
75CLE42460,3/31/2016,CLE,TRUE,BRK,3,2016,75,1,0,0,20,107,87,38,87,0.437,12,38,0.316,19,24,0.792,9,50,29,10,7,17,17,35,94,0.372,4,21,0.19,13,21,0.619,13,55,26,12,4,17,19
76CLE42461,4/1/2016,CLE,TRUE,ATL,4,2016,76,0,1,0,2,110,108,39,98,0.398,12,38,0.316,20,31,0.645,11,57,27,9,6,12,23,38,95,0.4,9,30,0.3,23,26,0.885,5,48,25,5,8,15,27
77CLE42463,4/3/2016,CLE,TRUE,CHO,4,2016,77,1,0,0,9,112,103,45,83,0.542,16,29,0.552,6,13,0.462,15,46,34,7,1,17,19,34,76,0.447,9,26,0.346,26,27,0.963,11,35,23,15,4,15,13
78CLE42465,4/5/2016,CLE,TRUE,MIL,4,2016,78,0,0,0,29,109,80,41,75,0.547,18,36,0.5,9,10,0.9,2,41,30,4,8,16,14,35,88,0.398,4,16,0.25,6,12,0.5,12,41,20,7,1,10,14
79CLE42466,4/6/2016,CLE,TRUE,IND,4,2016,79,0,1,0,-14,109,123,35,74,0.473,8,29,0.276,31,34,0.912,7,33,15,7,3,10,19,45,80,0.563,16,31,0.516,17,22,0.773,9,38,25,9,1,14,24
80CLE42469,4/9/2016,CLE,TRUE,CHI,4,2016,80,0,0,0,-3,102,105,36,83,0.434,19,40,0.475,11,18,0.611,12,42,24,5,5,15,18,40,89,0.449,8,24,0.333,17,21,0.81,13,45,19,8,6,12,22
81CLE42471,4/11/2016,CLE,TRUE,ATL,4,2016,81,1,0,0,15,109,94,40,83,0.482,11,29,0.379,18,20,0.9,9,47,17,9,4,15,14,39,87,0.448,8,30,0.267,8,15,0.533,10,42,23,8,6,15,18
82CLE42473,4/13/2016,CLE,TRUE,DET,4,2016,82,1,0,1,-2,110,112,46,97,0.474,7,18,0.389,11,15,0.733,8,43,21,4,7,10,23,37,85,0.435,16,33,0.485,22,28,0.786,9,47,24,5,11,12,15
1CLE42668,10/25/2016,CLE,TRUE,NYK,10,2016,1,1,0,0,29,117,88,45,94,0.479,13,35,0.371,14,19,0.737,11,51,31,12,5,14,22,32,87,0.368,9,27,0.333,15,20,0.75,13,42,17,6,6,18,22
2CLE42671,10/28/2016,CLE,TRUE,TOR,10,2016,2,0,0,0,3,94,91,33,79,0.418,12,32,0.375,16,22,0.727,9,40,20,8,3,17,15,35,90,0.389,4,16,0.25,17,18,0.944,18,51,12,9,3,18,20
3CLE42672,10/29/2016,CLE,TRUE,ORL,10,2016,3,1,1,1,6,105,99,36,88,0.409,11,37,0.297,22,30,0.733,13,40,17,8,6,9,27,38,84,0.452,8,28,0.286,15,26,0.577,13,50,21,6,5,20,23
4CLE42675,11/1/2016,CLE,TRUE,HOU,11,2016,4,1,0,0,8,128,120,43,83,0.518,16,32,0.5,26,31,0.839,12,46,22,4,2,11,21,43,90,0.478,17,44,0.386,17,25,0.68,11,32,30,5,2,7,25
5CLE42677,11/3/2016,CLE,TRUE,BOS,11,2016,5,1,0,1,6,128,122,41,84,0.488,14,34,0.412,32,37,0.865,7,42,24,6,6,8,19,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28
6CLE42679,11/5/2016,CLE,TRUE,PHI,11,2016,6,0,0,0,1,102,101,37,91,0.407,14,38,0.368,14,18,0.778,11,49,23,10,5,16,15,40,87,0.46,14,38,0.368,7,12,0.583,5,45,21,9,9,17,23
7CLE42682,11/8/2016,CLE,TRUE,ATL,11,2016,7,1,0,0,-4,106,110,37,99,0.374,11,42,0.262,21,25,0.84,13,39,21,12,1,6,20,41,81,0.506,11,29,0.379,17,24,0.708,11,50,22,1,4,19,21
8CLE42685,11/11/2016,CLE,TRUE,WAS,11,2016,8,0,0,0,11,105,94,36,86,0.419,14,33,0.424,19,26,0.731,13,47,16,9,6,15,21,38,87,0.437,3,15,0.2,15,19,0.789,10,46,16,7,5,15,21
9CLE42687,11/13/2016,CLE,TRUE,CHO,11,2016,9,1,0,0,7,100,93,39,92,0.424,14,38,0.368,8,15,0.533,12,53,25,3,8,9,13,36,95,0.379,11,29,0.379,10,12,0.833,10,45,23,7,3,5,19
10CLE42689,11/15/2016,CLE,TRUE,TOR,11,2016,10,1,0,0,4,121,117,44,83,0.53,13,33,0.394,20,28,0.714,10,46,26,4,7,17,18,46,96,0.479,13,29,0.448,12,18,0.667,12,40,24,11,5,8,25
11CLE42690,11/16/2016,CLE,TRUE,IND,11,2016,11,0,1,0,-10,93,103,35,86,0.407,11,30,0.367,12,20,0.6,11,51,19,3,5,18,16,43,86,0.5,10,28,0.357,7,11,0.636,5,40,22,8,12,10,16
12CLE42692,11/18/2016,CLE,TRUE,DET,11,2016,12,1,0,0,23,104,81,40,83,0.482,11,25,0.44,13,14,0.929,5,52,26,4,8,13,14,29,93,0.312,6,19,0.316,17,20,0.85,11,44,23,5,4,7,15
13CLE42697,11/23/2016,CLE,TRUE,POR,11,2016,13,1,0,1,12,137,125,48,90,0.533,21,36,0.583,20,27,0.741,9,41,30,6,3,10,15,47,90,0.522,13,29,0.448,18,19,0.947,9,38,27,6,6,9,23
14CLE42699,11/25/2016,CLE,TRUE,DAL,11,2016,14,1,0,0,38,128,90,43,85,0.506,20,43,0.465,22,24,0.917,9,47,30,9,3,14,16,37,91,0.407,8,35,0.229,8,12,0.667,11,39,29,5,4,13,21
15CLE42701,11/27/2016,CLE,TRUE,PHI,11,2016,15,0,0,0,4,112,108,38,92,0.413,12,40,0.3,24,28,0.857,14,46,19,5,3,9,14,43,92,0.467,15,34,0.441,7,10,0.7,13,50,29,5,5,16,24
16CLE42703,11/29/2016,CLE,TRUE,MIL,11,2016,16,0,0,0,-17,101,118,32,75,0.427,14,39,0.359,23,31,0.742,7,35,17,7,6,19,19,46,86,0.535,7,19,0.368,19,23,0.826,10,43,27,15,6,17,22
17CLE42705,12/1/2016,CLE,TRUE,LAC,12,2016,17,1,0,0,-19,94,113,28,69,0.406,9,24,0.375,29,39,0.744,6,36,12,5,3,18,24,42,89,0.472,13,31,0.419,16,24,0.667,14,47,33,7,3,11,32
18CLE42706,12/2/2016,CLE,TRUE,CHI,12,2016,18,0,1,0,-6,105,111,45,83,0.542,10,26,0.385,5,10,0.5,6,33,30,5,1,18,15,47,96,0.49,3,18,0.167,14,17,0.824,16,49,31,11,4,12,16
19CLE42709,12/5/2016,CLE,TRUE,TOR,12,2016,19,0,0,0,4,116,112,40,84,0.476,14,32,0.438,22,27,0.815,13,48,21,4,3,14,21,38,88,0.432,13,32,0.406,23,27,0.852,10,33,22,8,5,7,22
20CLE42711,12/7/2016,CLE,TRUE,NYK,12,2016,20,0,0,1,32,126,94,39,80,0.488,22,40,0.55,26,31,0.839,10,46,23,11,4,12,18,35,87,0.402,11,31,0.355,13,15,0.867,13,43,22,6,3,16,22
21CLE42713,12/9/2016,CLE,TRUE,MIA,12,2016,21,1,0,0,30,114,84,46,83,0.554,9,24,0.375,13,19,0.684,11,47,23,7,9,11,16,31,90,0.344,6,27,0.222,16,21,0.762,23,46,18,6,3,13,18
22CLE42714,12/10/2016,CLE,TRUE,CHO,12,2016,22,1,1,1,11,116,105,42,73,0.575,13,31,0.419,19,28,0.679,7,40,25,8,2,17,24,39,86,0.453,10,27,0.37,17,24,0.708,12,39,24,5,0,14,24
23CLE42717,12/13/2016,CLE,TRUE,MEM,12,2016,23,1,0,0,17,103,86,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23
24CLE42718,12/14/2016,CLE,TRUE,MEM,12,2016,24,0,1,1,-8,85,93,28,75,0.373,9,25,0.36,20,31,0.645,7,39,10,10,2,11,16,35,81,0.432,12,23,0.522,11,16,0.688,14,55,22,9,3,16,27
25CLE42721,12/17/2016,CLE,TRUE,LAL,12,2016,25,1,0,1,11,119,108,46,89,0.517,15,33,0.455,12,18,0.667,11,44,30,8,3,8,12,41,86,0.477,16,37,0.432,10,13,0.769,10,41,30,3,2,11,16
26CLE42724,12/20/2016,CLE,TRUE,MIL,12,2016,26,0,0,0,6,114,108,37,91,0.407,17,40,0.425,23,27,0.852,9,43,19,5,2,10,21,40,87,0.46,7,27,0.259,21,29,0.724,11,51,22,6,6,14,21
27CLE42725,12/21/2016,CLE,TRUE,MIL,12,2016,27,1,1,1,11,113,102,43,87,0.494,15,27,0.556,12,19,0.632,9,42,30,3,7,11,20,36,77,0.468,9,22,0.409,21,29,0.724,6,39,24,7,8,8,21
28CLE42727,12/23/2016,CLE,TRUE,BRK,12,2016,28,1,0,1,20,119,99,45,99,0.455,8,35,0.229,21,24,0.875,11,51,28,12,4,11,20,38,85,0.447,8,30,0.267,15,18,0.833,7,44,22,6,7,19,22
29CLE42729,12/25/2016,CLE,TRUE,GSW,12,2016,29,1,0,0,1,109,108,37,95,0.389,12,35,0.343,23,32,0.719,18,44,20,14,2,12,19,37,77,0.481,9,30,0.3,25,29,0.862,5,42,25,8,4,19,24
30CLE42730,12/26/2016,CLE,TRUE,DET,12,2016,30,0,1,0,-16,90,106,30,79,0.38,11,28,0.393,19,23,0.826,10,47,19,8,3,21,23,41,92,0.446,16,28,0.571,8,15,0.533,10,45,25,12,4,12,19
31CLE42733,12/29/2016,CLE,TRUE,BOS,12,2016,31,1,0,0,6,124,118,43,83,0.518,14,38,0.368,24,33,0.727,13,46,29,7,3,18,16,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23
32CLE42735,12/31/2016,CLE,TRUE,CHO,12,2016,32,0,0,0,12,121,109,43,85,0.506,14,31,0.452,21,25,0.84,8,35,17,6,1,6,17,40,78,0.513,9,24,0.375,20,23,0.87,10,39,24,3,7,11,19
33CLE42737,1/2/2017,CLE,FALSE,NOP,1,2017,33,1,0,0,8,90,82,34,90,0.378,6,31,0.194,16,22,0.727,11,56,16,9,4,11,13,32,88,0.364,11,26,0.423,7,10,0.7,8,45,26,6,6,13,18
34CLE42739,1/4/2017,CLE,FALSE,CHI,1,2017,34,1,0,0,-12,94,106,34,83,0.41,8,25,0.32,18,24,0.75,16,44,13,6,2,15,16,41,85,0.482,13,30,0.433,11,15,0.733,12,43,23,8,3,12,18
35CLE42741,1/6/2017,CLE,FALSE,BRK,1,2017,35,0,0,1,8,116,108,38,88,0.432,9,33,0.273,31,43,0.721,5,46,19,14,3,12,16,41,91,0.451,9,30,0.3,17,19,0.895,10,52,21,6,1,19,34
36CLE42743,1/8/2017,CLE,FALSE,PHO,1,2017,36,0,0,0,4,120,116,44,82,0.537,15,34,0.441,17,19,0.895,13,38,15,8,5,20,12,46,87,0.529,9,27,0.333,15,19,0.789,13,36,23,12,7,14,19
37CLE42745,1/10/2017,CLE,FALSE,UTA,1,2017,37,0,0,0,-8,92,100,31,85,0.365,9,31,0.29,21,25,0.84,13,42,15,6,2,16,19,38,79,0.481,13,34,0.382,11,19,0.579,11,46,22,8,4,18,21
38CLE42746,1/11/2017,CLE,FALSE,POR,1,2017,38,0,1,1,-16,86,102,28,82,0.341,9,30,0.3,21,28,0.75,13,48,14,5,4,15,20,40,93,0.43,10,30,0.333,12,16,0.75,13,51,29,6,9,9,17
39CLE42748,1/13/2017,CLE,FALSE,SAC,1,2017,39,0,0,0,12,120,108,44,87,0.506,15,37,0.405,17,22,0.773,10,39,27,11,3,12,20,42,80,0.525,9,25,0.36,15,19,0.789,11,42,23,7,5,21,22
40CLE42751,1/16/2017,CLE,FALSE,GSW,1,2017,40,0,0,0,-35,91,126,31,88,0.352,9,34,0.265,20,27,0.741,7,35,11,7,4,15,21,46,91,0.505,15,34,0.441,19,24,0.792,11,58,37,10,11,16,22
41CLE42754,1/19/2017,CLE,FALSE,PHO,1,2017,41,1,0,0,15,118,103,43,85,0.506,19,42,0.452,13,19,0.684,4,36,29,7,6,12,24,37,85,0.435,4,19,0.211,25,31,0.806,15,46,23,10,4,14,22
42CLE42756,1/21/2017,CLE,TRUE,SAS,1,2017,42,1,0,0,-3,115,118,45,91,0.495,13,34,0.382,12,22,0.545,11,47,25,7,1,18,16,48,96,0.5,10,26,0.385,12,14,0.857,10,46,32,6,6,13,22
43CLE42758,1/23/2017,CLE,TRUE,NOP,1,2017,43,0,0,0,-2,122,124,43,93,0.462,15,37,0.405,21,25,0.84,11,45,24,6,3,11,20,43,87,0.494,16,39,0.41,22,30,0.733,7,42,26,8,11,8,22
44CLE42760,1/25/2017,CLE,TRUE,SAC,1,2017,44,1,0,0,-4,112,116,40,82,0.488,15,38,0.395,17,34,0.5,13,47,29,9,6,18,21,43,95,0.453,11,31,0.355,19,22,0.864,11,47,29,13,3,11,28
45CLE42762,1/27/2017,CLE,TRUE,BRK,1,2017,45,1,0,0,8,124,116,49,92,0.533,13,36,0.361,13,20,0.65,9,47,26,4,5,14,14,43,87,0.494,16,33,0.485,14,16,0.875,4,37,23,9,2,10,15
46CLE42764,1/29/2017,CLE,TRUE,OKC,1,2017,46,1,0,0,16,107,91,41,92,0.446,8,29,0.276,17,22,0.773,8,51,22,9,6,10,16,37,100,0.37,6,26,0.231,11,16,0.688,13,55,20,5,4,16,19
47CLE42765,1/30/2017,CLE,TRUE,DAL,1,2017,47,0,1,1,-7,97,104,35,75,0.467,12,32,0.375,15,21,0.714,6,42,17,6,3,17,17,39,86,0.453,9,32,0.281,17,18,0.944,9,40,19,11,2,9,17
48CLE42767,2/1/2017,CLE,TRUE,MIN,2,2017,48,1,0,0,28,125,97,48,89,0.539,15,37,0.405,14,22,0.636,12,48,37,10,10,10,13,41,94,0.436,7,21,0.333,8,10,0.8,12,38,26,7,3,13,19
49CLE42770,2/4/2017,CLE,TRUE,NYK,2,2017,49,0,0,0,7,111,104,41,84,0.488,16,40,0.4,13,18,0.722,12,49,20,3,0,15,19,39,86,0.453,12,31,0.387,14,28,0.5,13,42,23,9,7,10,20
50CLE42772,2/6/2017,CLE,TRUE,WAS,2,2017,50,0,0,0,5,140,135,49,92,0.533,19,38,0.5,23,28,0.821,12,46,31,7,2,20,26,50,99,0.505,12,29,0.414,23,26,0.885,11,43,29,9,5,12,25
51CLE42774,2/8/2017,CLE,TRUE,IND,2,2017,51,0,0,0,15,132,117,46,84,0.548,16,36,0.444,24,26,0.923,5,39,24,7,5,9,16,41,82,0.5,13,25,0.52,22,26,0.846,7,38,24,7,2,12,18
52CLE42775,2/9/2017,CLE,TRUE,OKC,2,2017,52,0,1,0,-9,109,118,38,79,0.481,10,21,0.476,23,30,0.767,5,35,14,9,6,16,14,50,106,0.472,8,27,0.296,10,13,0.769,17,51,24,10,5,13,23
53CLE42777,2/11/2017,CLE,TRUE,DEN,2,2017,53,1,0,1,16,125,109,46,84,0.548,15,30,0.5,18,22,0.818,8,45,30,9,3,15,16,39,97,0.402,12,37,0.324,19,22,0.864,17,45,23,8,4,12,22
54CLE42780,2/14/2017,CLE,TRUE,MIN,2,2017,54,0,0,0,8,116,108,44,86,0.512,13,39,0.333,15,22,0.682,9,43,27,3,4,10,18,42,86,0.488,9,23,0.391,15,19,0.789,8,41,27,6,2,9,18
55CLE42781,2/15/2017,CLE,TRUE,IND,2,2017,55,1,1,0,9,113,104,39,82,0.476,18,39,0.462,17,19,0.895,9,40,23,6,2,8,19,40,86,0.465,12,24,0.5,12,14,0.857,13,43,30,2,1,11,17
56CLE42789,2/23/2017,CLE,TRUE,NYK,2,2017,56,1,0,0,15,119,104,46,87,0.529,15,38,0.395,12,15,0.8,8,44,29,5,10,12,16,42,101,0.416,8,26,0.308,12,17,0.706,16,50,24,4,7,12,19
57CLE42791,2/25/2017,CLE,TRUE,CHI,2,2017,57,1,0,1,-18,99,117,37,80,0.463,14,37,0.378,11,15,0.733,4,40,24,5,3,12,17,46,93,0.495,15,30,0.5,10,16,0.625,10,47,34,6,0,7,13
58CLE42793,2/27/2017,CLE,TRUE,MIL,2,2017,58,1,0,1,7,102,95,35,70,0.5,10,28,0.357,22,26,0.846,4,45,20,4,2,16,11,37,83,0.446,11,30,0.367,10,16,0.625,5,33,27,3,5,8,23
59CLE42795,3/1/2017,CLE,TRUE,BOS,3,2017,59,0,0,0,-4,99,103,37,91,0.407,10,33,0.303,15,22,0.682,12,41,20,3,5,10,21,36,78,0.462,13,31,0.419,18,23,0.783,8,47,28,4,6,12,21
60CLE42797,3/3/2017,CLE,TRUE,ATL,3,2017,60,0,0,0,5,135,130,47,86,0.547,25,46,0.543,16,20,0.8,5,33,31,7,5,14,24,49,91,0.538,10,26,0.385,22,30,0.733,11,43,30,7,4,12,15
61CLE42798,3/4/2017,CLE,TRUE,MIA,3,2017,61,0,1,1,-28,92,120,35,73,0.479,11,27,0.407,11,18,0.611,8,33,20,4,1,15,16,46,88,0.523,18,34,0.529,10,12,0.833,15,48,20,6,4,10,19
62CLE42800,3/6/2017,CLE,TRUE,MIA,3,2017,62,1,0,0,-8,98,106,35,78,0.449,9,27,0.333,19,29,0.655,11,52,15,3,6,17,15,39,91,0.429,16,35,0.457,12,14,0.857,8,38,23,7,6,7,19
63CLE42803,3/9/2017,CLE,TRUE,DET,3,2017,63,0,0,1,-5,101,106,39,84,0.464,11,39,0.282,12,19,0.632,8,42,24,4,1,9,17,41,88,0.466,9,26,0.346,15,19,0.789,11,45,22,6,1,7,15
64CLE42805,3/11/2017,CLE,TRUE,ORL,3,2017,64,0,0,1,12,116,104,43,86,0.5,15,39,0.385,15,25,0.6,9,52,30,1,6,9,18,38,96,0.396,4,21,0.19,24,28,0.857,14,52,17,6,1,5,21
65CLE42806,3/12/2017,CLE,TRUE,HOU,3,2017,65,0,1,0,-5,112,117,42,80,0.525,17,43,0.395,11,13,0.846,4,38,24,3,7,15,23,41,96,0.427,16,45,0.356,19,28,0.679,20,52,25,10,4,6,17
66CLE42808,3/14/2017,CLE,TRUE,DET,3,2017,66,1,0,0,32,128,96,46,77,0.597,19,30,0.633,17,23,0.739,3,41,29,4,3,9,18,37,99,0.374,4,19,0.211,18,19,0.947,16,45,20,6,1,8,19
67CLE42810,3/16/2017,CLE,TRUE,UTA,3,2017,67,1,0,1,8,91,83,36,86,0.419,9,33,0.273,10,19,0.526,11,52,14,6,2,10,12,34,82,0.415,5,21,0.238,10,14,0.714,10,47,18,6,3,16,16
68CLE42812,3/18/2017,CLE,TRUE,LAC,3,2017,68,0,0,0,-30,78,108,32,83,0.386,5,27,0.185,9,13,0.692,4,40,15,5,0,12,24,40,78,0.513,8,26,0.308,20,29,0.69,7,54,27,4,3,14,15
69CLE42813,3/19/2017,CLE,TRUE,LAL,3,2017,69,0,1,0,5,125,120,45,85,0.529,13,36,0.361,22,27,0.815,10,44,19,4,2,10,16,47,91,0.516,11,27,0.407,15,19,0.789,10,40,23,5,1,5,25
70CLE42816,3/22/2017,CLE,TRUE,DEN,3,2017,70,0,0,0,-13,113,126,43,85,0.506,15,37,0.405,12,14,0.857,7,38,22,4,4,10,12,51,96,0.531,11,26,0.423,13,13,1,10,44,35,7,0,6,16
71CLE42818,3/24/2017,CLE,TRUE,CHO,3,2017,71,0,0,0,7,112,105,41,74,0.554,9,25,0.36,21,24,0.875,3,38,26,6,5,12,22,38,90,0.422,10,38,0.263,19,24,0.792,14,42,18,6,4,9,17
72CLE42819,3/25/2017,CLE,TRUE,WAS,3,2017,72,1,1,1,-12,115,127,41,83,0.494,12,33,0.364,21,27,0.778,11,32,24,6,6,13,18,49,82,0.598,8,18,0.444,21,26,0.808,11,40,24,10,4,11,23
73CLE42821,3/27/2017,CLE,TRUE,SAS,3,2017,73,0,0,0,-29,74,103,31,83,0.373,4,26,0.154,8,13,0.615,9,40,20,8,2,16,20,41,86,0.477,7,26,0.269,14,17,0.824,10,52,24,11,7,12,18
74CLE42824,3/30/2017,CLE,TRUE,CHI,3,2017,74,0,0,0,-6,93,99,37,83,0.446,10,27,0.37,9,16,0.563,9,44,23,6,5,15,22,38,90,0.422,12,25,0.48,11,18,0.611,15,51,26,11,3,12,15
75CLE42825,3/31/2017,CLE,TRUE,PHI,3,2017,75,1,1,0,17,122,105,50,95,0.526,13,29,0.448,9,16,0.563,13,49,30,8,4,8,16,40,82,0.488,11,33,0.333,14,19,0.737,7,42,26,7,2,17,21
76CLE42827,4/2/2017,CLE,TRUE,IND,4,2017,76,1,0,0,5,135,130,47,95,0.495,18,43,0.419,23,33,0.697,15,56,29,7,4,13,19,48,105,0.457,16,41,0.39,18,20,0.9,12,46,32,6,3,9,24
77CLE42829,4/4/2017,CLE,TRUE,ORL,4,2017,77,1,0,0,20,122,102,44,82,0.537,18,36,0.5,16,21,0.762,5,42,30,9,3,12,18,33,86,0.384,11,33,0.333,25,26,0.962,11,43,23,8,3,14,21
78CLE42830,4/5/2017,CLE,TRUE,BOS,4,2017,78,0,1,0,23,114,91,43,92,0.467,11,36,0.306,17,18,0.944,13,51,19,7,5,10,26,33,81,0.407,7,33,0.212,18,29,0.621,8,38,21,6,4,12,18
79CLE42832,4/7/2017,CLE,TRUE,ATL,4,2017,79,1,0,1,-14,100,114,39,81,0.481,9,36,0.25,13,17,0.765,3,38,23,5,3,13,10,45,89,0.506,16,37,0.432,8,8,1,6,42,39,7,3,11,17
80CLE42834,4/9/2017,CLE,TRUE,ATL,4,2017,80,0,0,0,-1,125,126,45,98,0.459,19,46,0.413,16,20,0.8,13,53,28,4,3,14,27,44,94,0.468,9,31,0.29,29,37,0.784,10,45,31,8,4,12,22
81CLE42835,4/10/2017,CLE,TRUE,MIA,4,2017,81,0,1,0,-3,121,124,44,89,0.494,14,35,0.4,19,22,0.864,7,47,19,7,4,21,25,44,95,0.463,12,33,0.364,24,34,0.706,9,46,28,9,3,13,26
82CLE42837,4/12/2017,CLE,TRUE,TOR,4,2017,82,1,0,0,-15,83,98,28,76,0.368,10,37,0.27,17,24,0.708,10,42,20,5,7,15,14,40,86,0.465,8,26,0.308,10,16,0.625,12,48,20,8,2,8,20
1CLE43025,10/17/2017,CLE,TRUE,BOS,10,2017,1,1,0,0,3,102,99,38,83,0.458,5,22,0.227,21,25,0.84,9,50,19,3,4,17,25,36,88,0.409,8,32,0.25,19,25,0.76,9,46,24,11,4,10,24
2CLE43028,10/20/2017,CLE,TRUE,MIL,10,2017,2,0,0,0,19,116,97,44,81,0.543,11,26,0.423,17,17,1,9,44,25,8,3,17,10,38,82,0.463,11,35,0.314,10,12,0.833,8,30,23,9,2,14,17
3CLE43029,10/21/2017,CLE,TRUE,ORL,10,2017,3,1,1,1,-21,93,114,33,86,0.384,7,25,0.28,20,27,0.741,11,44,15,4,7,16,14,40,90,0.444,17,35,0.486,17,20,0.85,12,50,28,7,6,12,28
4CLE43032,10/24/2017,CLE,TRUE,CHI,10,2017,4,1,0,0,7,119,112,43,83,0.518,16,38,0.421,17,22,0.773,8,39,28,5,3,9,14,42,88,0.477,17,33,0.515,11,13,0.846,8,39,28,3,3,9,20
5CLE43033,10/25/2017,CLE,TRUE,BRK,10,2017,5,0,1,1,-5,107,112,39,81,0.481,12,35,0.343,17,26,0.654,9,47,21,5,7,21,17,40,93,0.43,17,46,0.37,15,21,0.714,10,38,22,11,3,12,22
6CLE43036,10/28/2017,CLE,TRUE,NOP,10,2017,6,0,0,0,-22,101,123,36,78,0.462,12,32,0.375,17,23,0.739,5,37,19,8,2,18,19,49,95,0.516,13,33,0.394,12,16,0.75,10,47,33,10,4,11,20
7CLE43037,10/29/2017,CLE,TRUE,NYK,10,2017,7,1,1,0,-19,95,114,31,81,0.383,10,33,0.303,23,27,0.852,7,41,20,5,5,15,23,42,89,0.472,13,28,0.464,17,21,0.81,11,51,27,9,6,14,26
8CLE43040,11/1/2017,CLE,TRUE,IND,11,2017,8,1,0,1,-17,107,124,43,86,0.5,7,31,0.226,14,20,0.7,8,41,25,6,3,16,19,49,90,0.544,16,26,0.615,10,13,0.769,8,43,35,9,1,11,23
9CLE43042,11/3/2017,CLE,TRUE,WAS,11,2017,9,0,0,0,8,130,122,46,82,0.561,12,27,0.444,26,28,0.929,8,34,20,11,4,14,27,45,84,0.536,11,28,0.393,21,31,0.677,9,37,25,5,2,16,24
10CLE43044,11/5/2017,CLE,TRUE,ATL,11,2017,10,1,0,0,-2,115,117,42,96,0.438,10,36,0.278,21,23,0.913,15,47,27,6,6,13,29,41,86,0.477,11,25,0.44,24,34,0.706,11,44,24,4,6,17,20
11CLE43046,11/7/2017,CLE,TRUE,MIL,11,2017,11,1,0,0,5,124,119,41,82,0.5,9,18,0.5,33,38,0.868,12,39,18,7,4,12,16,47,83,0.566,13,30,0.433,12,16,0.75,8,36,29,6,8,16,31
12CLE43048,11/9/2017,CLE,TRUE,HOU,11,2017,12,0,0,0,-4,113,117,45,81,0.556,12,27,0.444,11,14,0.786,4,26,24,9,1,18,30,36,77,0.468,16,46,0.348,29,36,0.806,17,45,21,11,5,22,27
